"","2.5%","50%","97.5%","sample_size"
"16",5.31419259740502e-07,1.29507056271617e-05,0.000509010382223144,7463
"17",1.58123365773139e-07,5.46227902285131e-06,0.000339674147352508,6783
"18",4.36930560994705e-08,2.21949646190729e-06,0.000222148546736543,5599
"19",1.07501426712875e-08,8.37012123103248e-07,0.000145360827030389,3721
"20",2.43875483155824e-09,3.01390851861845e-07,9.31396369787598e-05,2647
"21",5.13630894641708e-10,1.06314926375182e-07,5.57473411457486e-05,1764
"22",1.0042998579801e-10,3.49375165919797e-08,3.23796709851742e-05,1252
"23",1.82307746443653e-11,1.08565896781769e-08,1.83636184575455e-05,889
"24",3.07239110089187e-12,3.17388296266013e-09,1.03085728236202e-05,559
"25",4.80703992093737e-13,8.86216978175262e-10,5.87562240533185e-06,473
"26",6.98246901480057e-14,2.41110215025927e-10,3.17711810609679e-06,332
"27",9.07074492215832e-15,6.28828803100496e-11,1.63514366012376e-06,221
"28",1.0867426438242e-15,1.5024931665615e-11,8.81188817330362e-07,169
"29",1.30945255822009e-16,3.51841246200864e-12,4.51864276579222e-07,105
"30",1.47863322936252e-17,7.75030966614294e-13,2.24803487477514e-07,77
"31",1.48156830955499e-18,1.64687365644338e-13,1.06687960897116e-07,56
"32",1.37958995774643e-19,3.22180797823727e-14,4.9130164495088e-08,29
"33",1.19271671044269e-20,5.98074111950234e-15,2.20988177228129e-08,35
"34",9.57382366087065e-22,1.05281889579673e-15,9.70911608251774e-09,15
"35",7.13504080592166e-23,1.76692389606328e-16,4.16660324736034e-09,8
"36",4.99905945166273e-24,2.80777841475602e-17,1.74654000929085e-09,9
"37",3.1669248771301e-25,4.25963123140817e-18,7.15107254396924e-10,8
"38",1.88597463592836e-26,6.15605122447739e-19,2.85997738420288e-10,3
"39",1.04271590712302e-27,8.6511966792881e-20,1.11726325533195e-10,4
"40",5.35215138717436e-29,1.12868992246657e-20,4.37343641357284e-11,0
"41",2.55048744913407e-30,1.42599947141275e-21,1.69331810508696e-11,4
"42",1.12836751647333e-31,1.70525248595836e-22,6.41008050662485e-12,3
"43",4.63458350968795e-33,1.92361433292374e-23,2.37245310037055e-12,1
"44",1.76727351535966e-34,2.08891134953619e-24,8.58501446181955e-13,2
"45",6.25647785889155e-36,2.16330365813799e-25,3.03734198893988e-13,1
"46",2.05631339201107e-37,2.1547396859327e-26,1.04984854062248e-13,0
"47",6.27454308262155e-39,2.01333280550069e-27,3.54726230575835e-14,0
"48",1.77749535678839e-40,1.74196951116557e-28,1.17183577881019e-14,1
"49",4.65225049329321e-42,1.48140726299489e-29,3.78483816206828e-15,0
"50",1.12015507839381e-43,1.19679346846291e-30,1.19518543988362e-15,0
"51",2.50336660720416e-45,9.01529632031912e-32,3.69003933902804e-16,0
"52",5.19280520430873e-47,6.45680747893135e-33,1.1138705380023e-16,0
"53",9.99794895373577e-49,4.3663358633122e-34,3.28735605149644e-17,0
"54",1.78669795115167e-50,2.78603461724496e-35,9.48565577328264e-18,0
"55",2.96362151015835e-52,1.71226903840351e-36,2.67606609962823e-18,0
"56",4.562740251015e-54,1.01432221474731e-37,7.38134385325365e-19,0
"57",6.52018917722681e-56,5.69994159699168e-39,1.99059733146318e-19,0
"58",8.64820797517506e-58,3.02794522820722e-40,5.24857036895681e-20,0
"59",1.06469095964515e-59,1.53874129595781e-41,1.35303332778565e-20,0
"60",1.21661328817327e-61,7.43606674211442e-43,3.41024872171517e-21,0
"61",1.29036664370425e-63,3.41729116711338e-44,8.25232637989809e-22,0
"62",1.27029713525055e-65,1.49342252862422e-45,1.93488247234948e-22,0
"63",1.16072453215999e-67,6.20649502078963e-47,4.43347596348626e-23,0
"64",9.84429677336732e-70,2.45286770690245e-48,9.92764955807533e-24,0
"65",7.74946921464102e-72,9.21864005501272e-50,2.17250913884245e-24,0
"66",5.66227525835716e-74,3.29477406897164e-51,4.64612302432683e-25,0
"67",3.84009346331618e-76,1.11982849006698e-52,9.71034346294674e-26,0
"68",2.41726600160719e-78,3.61947460163545e-54,1.98332640823435e-26,0
"69",1.41233902889387e-80,1.10257243238949e-55,3.99599187139177e-27,0
"70",7.65923475402953e-83,3.15906767387225e-57,8.08386687752511e-28,0
"71",3.85534936796871e-85,8.60556047574877e-59,1.59899175076227e-28,0
"72",1.80125032493093e-87,2.22879634430221e-60,3.09247229105285e-29,0
"73",7.81117582901041e-90,5.48826658208273e-62,5.84787316878072e-30,0
"74",3.14405981295208e-92,1.28492036777604e-63,1.08124127863374e-30,0
"75",1.17461965563235e-94,2.86019783946565e-65,1.95469879480134e-31,0
"76",4.07320099775217e-97,6.05337313572467e-67,3.45517173822619e-32,0
"77",1.31101169708474e-99,1.21810018528047e-68,5.97161786464104e-33,0
"78",3.91660228659881e-102,2.3305341276781e-70,1.00912964709108e-33,0
"79",1.08603693367786e-104,4.23952823893499e-72,1.66737973884748e-34,0
"80",2.79519406311466e-107,7.33283529778067e-74,2.69373384227769e-35,0
"81",6.67746495133626e-110,1.21274919979447e-75,4.25507739666015e-36,0
"82",1.48061990451297e-112,1.92681123617888e-77,6.5719291828371e-37,0
"83",3.04724867167899e-115,2.91091993865527e-79,9.92455233149945e-38,0
"84",5.8210936719706e-118,4.1816201644929e-81,1.46541835848807e-38,0
"85",1.03212830803914e-120,5.71192437034407e-83,2.11565569493369e-39,0
"86",1.6986160851716e-123,7.41897970479234e-85,2.98648973820391e-40,0
"87",2.5947125175314e-126,9.16284014387367e-87,4.12201668156668e-41,0
"88",3.67888119963484e-129,1.07607008416983e-88,5.56277067549111e-42,0
"89",4.84144287483061e-132,1.20164410249677e-90,7.34015569709254e-43,0
"90",5.91379711483266e-135,1.27595791794462e-92,9.47004629950459e-44,0
"91",6.70487398345467e-138,1.28831592132928e-94,1.19462516130283e-44,0
"92",7.05581907735367e-141,1.23689909464803e-96,1.4734789936411e-45,0
"93",6.8892417354489e-144,1.12920395960759e-98,1.77700637679249e-46,0
"94",6.23934226521166e-147,9.80250534572223e-101,2.09539923309736e-47,0
"95",5.24475547032133e-150,8.09149394371209e-103,2.41589103581546e-48,0
