"","2.5%","50%","97.5%","sample_size"
"5",3.61796337154264,3.68310233560307,3.75752303415861,1
"6",3.48252393006677,3.54140808184132,3.60723166408677,2
"7",3.35255145083537,3.40540709810375,3.46396377098225,1
"8",3.22733591416441,3.27449463675172,3.32644337392059,5
"9",3.10743226741002,3.1482376943021,3.19374559126923,16
"10",2.9921284263795,3.02709848999981,3.06677618398791,40
"11",2.88033320398072,2.91027638832811,2.94431285028192,614
"12",2.7719276617478,2.79811307301468,2.82777221871109,1730
"13",2.66796480911326,2.69034641923097,2.71590153430458,3813
"14",2.56737530930573,2.58672066075161,2.60836843376621,5751
"15",2.47016020264446,2.48724566463815,2.50619957685679,7125
"16",2.37603859805234,2.39175100885312,2.40805764852272,7463
"17",2.28499452501783,2.29986340179079,2.31555164213769,6783
"18",2.19628606784502,2.21150283189084,2.22657803025138,5599
"19",2.11045959976259,2.12629781637045,2.14226053706458,3721
"20",2.02812030516356,2.04453447134938,2.06182232571057,2647
"21",1.94828151078585,1.96560566079651,1.98432010786952,1764
"22",1.87121116169456,1.88991002777647,1.91004965332387,1252
"23",1.79668472911704,1.81733075711737,1.83938458438753,889
"24",1.72532895306445,1.74748455454626,1.77132093138588,559
"25",1.65641922094555,1.68019297867911,1.7057758712464,473
"26",1.59035998728293,1.61551384051723,1.64269522162324,332
"27",1.52710343426797,1.55333390358055,1.58181549375075,221
"28",1.46636155505434,1.49350344573265,1.52309194692423,169
"29",1.40803929694326,1.4360204762173,1.46652804325421,105
"30",1.35207816241042,1.38079680745397,1.41206478509483,77
"31",1.29829236829418,1.32757960196935,1.3602772979073,56
"32",1.24659724483162,1.27648636490773,1.30983298550219,29
"33",1.19696293712956,1.22735989856436,1.26112389785137,35
"34",1.14897640595057,1.18027566139188,1.21427126490093,15
"35",1.10320948322898,1.13486367972171,1.16941015440931,8
"36",1.05927397943011,1.09117620790378,1.12595981892398,9
"37",1.01708821480467,1.04914785075827,1.08412211813922,8
"38",0.976616318858484,1.00869888085598,1.04383556466618,3
"39",0.937681164668328,0.969846429876647,1.00506220526482,4
"40",0.900109729235477,0.932589870120013,0.967951917632486,0
"41",0.864034929370857,0.896727363756012,0.932211867194625,4
"42",0.829456734458501,0.862181818920086,0.897791460158553,3
"43",0.796467587298509,0.828983190462772,0.864641970825797,1
"44",0.76479705620401,0.797050213987341,0.832716472615719,2
"45",0.734269727276696,0.766398134658195,0.801969771635987,1
"46",0.70503068824012,0.736937752857516,0.772358294133862,0
"47",0.676955964763027,0.708541923660831,0.743839506374642,0
"48",0.649999193107496,0.681250878387806,0.716373755100648,1
