"","2.5%","50%","97.5%","sample_size"
"15",2.15610803159884,2.20276709440891,2.24901515376213,1
"16",2.16147676523568,2.20680155573152,2.25104476107408,3
"17",2.16685886712623,2.21071350125302,2.25312580162301,14
"18",2.17224328778307,2.21446711977172,2.2549846364849,73
"19",2.17764666314703,2.21820164529777,2.25752001800433,95
"20",2.18307352180469,2.22233167693224,2.2596371703472,237
"21",2.18851390526668,2.22595309762707,2.2617517099012,302
"22",2.19395665843958,2.22982056117751,2.26386822821844,479
"23",2.19940322828968,2.23379534537856,2.26598672715063,527
"24",2.20429372787991,2.23763721948623,2.26810720855121,742
"25",2.20944834972691,2.24149565837837,2.27022967427536,1038
"26",2.21504516091292,2.24540997530048,2.27248544922104,1042
"27",2.22047356484743,2.24912291824981,2.27463691365454,1055
"28",2.22604892224072,2.25284199585108,2.27717270007249,1448
"29",2.23096195685516,2.25646471101958,2.2797824021492,1201
"30",2.23603107741615,2.26032374168107,2.28267268918942,2178
"31",2.24102441242247,2.26424372581784,2.28531420655533,1495
"32",2.24623468535439,2.26797346102312,2.28791804548313,1909
"33",2.25147798438868,2.27178987503963,2.29078879709322,1456
"34",2.25690441681719,2.27579820679675,2.29341721176869,1556
"35",2.26159859365826,2.27972288502711,2.29639542929185,2558
"36",2.26657349627385,2.28361235238864,2.29959855494976,1828
"37",2.27089783582637,2.2874743121474,2.30338578320524,1567
"38",2.27550640290712,2.29153086876128,2.30688633848104,2035
"39",2.27982972823527,2.29566140467497,2.31069910146672,1588
"40",2.28325563795238,2.29978805243639,2.3149814900693,2212
"41",2.28772451477392,2.30379383229659,2.31924019623165,1485
"42",2.29198589306433,2.30744343328422,2.32358470420714,1559
"43",2.29562961152772,2.31139361091163,2.32784486080009,1162
"44",2.29925497250028,2.31517344706069,2.33292385759289,1148
"45",2.30244754288804,2.31913827073557,2.33814330873139,1822
"46",2.30587277898142,2.32321732668361,2.34331221607398,1375
"47",2.30866094108963,2.32713753283941,2.34872780323286,1368
"48",2.3112726577561,2.33127857507364,2.35377622045071,1620
"49",2.31372122727994,2.33539225627953,2.35873888799067,1137
"50",2.31659802043517,2.33952534817278,2.36420318576112,1429
"51",2.31928489155146,2.343645250335,2.36967414739366,1029
"52",2.32169210734836,2.34767911154217,2.37516978743205,978
"53",2.32416266712587,2.35165715338305,2.38080422413734,819
"54",2.32666137700618,2.35563367286875,2.38667989181134,715
"55",2.32932221278177,2.35978755861652,2.39289097580558,1051
"56",2.33174779407533,2.36396821202806,2.39827900085674,801
"57",2.33417437154127,2.3682690362312,2.40329365764645,553
"58",2.33628934129548,2.37246669365036,2.40928365616972,532
"59",2.33851959785551,2.37651136836103,2.41524876790538,343
"60",2.34080387041038,2.38068471410233,2.42116498352467,544
"61",2.34316247466659,2.38472132675933,2.42670596641926,246
"62",2.34611986753885,2.38894941288575,2.43279407841662,199
"63",2.34826871516138,2.39309447502581,2.43935976633275,150
"64",2.35019900005897,2.39719867719618,2.4458243614564,105
"65",2.35229471633767,2.40130141472306,2.45179449799273,164
"66",2.35466410599366,2.40531824344882,2.45775768414353,72
"67",2.35686031695145,2.40939644988049,2.46373048425756,41
"68",2.35886527552779,2.41343720055803,2.46954124043122,51
"69",2.36089880586827,2.41756083050154,2.47560563006459,19
"70",2.36294471997904,2.42170044704288,2.48176497416742,59
"71",2.3652108103753,2.42578358830085,2.48781379510724,22
"72",2.36771641606636,2.43003184151697,2.49387735983081,16
"73",2.37022467839266,2.43433989801136,2.49995570427802,8
"74",2.37273560017299,2.43863423572759,2.50604886447638,9
"75",2.37524918422909,2.44280793488362,2.51215687654119,21
"76",2.37761592886219,2.44706973282994,2.51827977667585,10
"77",2.37994629239561,2.45130654409968,2.52441760117198,5
"78",2.38227912178431,2.45563509629006,2.53057038640967,6
"79",2.38451301697746,2.46005924794428,2.53673816885771,7
"80",2.38666954147767,2.46436888345153,2.54291350429921,2
"81",2.38882801871521,2.46850100095081,2.54910342670006,0
"82",2.39098845046091,2.47261326062567,2.55530841651841,3
"83",2.39361925358171,2.47707485578974,2.56152851043115,0
"84",2.39618517905594,2.48159676931287,2.56808184827214,1
"85",2.39865136708742,2.48588642872447,2.57467511051697,2
"86",2.40090554184137,2.49013291429212,2.58128530137864,0
"87",2.40308488347775,2.49445289614965,2.58791246432524,0
"88",2.40526620343936,2.49864766126526,2.5945566429365,1
"89",2.40744950352214,2.50291594747993,2.60121788090407,0
"90",2.40963478552367,2.50728535368728,2.60789622203177,3
