"","2.5%","50%","97.5%","sample_size"
"Pre-primary or none",2.44610882255834,2.47103650263935,2.49701323939936,9186
"Primary",2.37744367816156,2.39853641565987,2.41983773023161,13235
"Secondary",2.26537332242741,2.28229657049603,2.30050849121866,22289
"Higher secondary+",1.92985284926533,1.96068952513344,1.99409019322548,6621
